,label,filename,filepath
252,Cubism,Pablo_Picasso_112.jpg,../train_images\Cubism\Pablo_Picasso_112.jpg
253,Cubism,Pablo_Picasso_113.jpg,../train_images\Cubism\Pablo_Picasso_113.jpg
254,Cubism,Pablo_Picasso_114.jpg,../train_images\Cubism\Pablo_Picasso_114.jpg
255,Cubism,Pablo_Picasso_115.jpg,../train_images\Cubism\Pablo_Picasso_115.jpg
256,Cubism,Pablo_Picasso_116.jpg,../train_images\Cubism\Pablo_Picasso_116.jpg
257,Cubism,Pablo_Picasso_117.jpg,../train_images\Cubism\Pablo_Picasso_117.jpg
258,Cubism,Pablo_Picasso_119.jpg,../train_images\Cubism\Pablo_Picasso_119.jpg
259,Cubism,Pablo_Picasso_121.jpg,../train_images\Cubism\Pablo_Picasso_121.jpg
260,Cubism,Pablo_Picasso_122.jpg,../train_images\Cubism\Pablo_Picasso_122.jpg
261,Cubism,Pablo_Picasso_123.jpg,../train_images\Cubism\Pablo_Picasso_123.jpg
262,Cubism,Pablo_Picasso_124.jpg,../train_images\Cubism\Pablo_Picasso_124.jpg
263,Cubism,Pablo_Picasso_127.jpg,../train_images\Cubism\Pablo_Picasso_127.jpg
264,Cubism,Pablo_Picasso_128.jpg,../train_images\Cubism\Pablo_Picasso_128.jpg
265,Cubism,Pablo_Picasso_13.jpg,../train_images\Cubism\Pablo_Picasso_13.jpg
266,Cubism,Pablo_Picasso_130.jpg,../train_images\Cubism\Pablo_Picasso_130.jpg
267,Cubism,Pablo_Picasso_133.jpg,../train_images\Cubism\Pablo_Picasso_133.jpg
268,Cubism,Pablo_Picasso_134.jpg,../train_images\Cubism\Pablo_Picasso_134.jpg
269,Cubism,Pablo_Picasso_139.jpg,../train_images\Cubism\Pablo_Picasso_139.jpg
270,Cubism,Pablo_Picasso_140.jpg,../train_images\Cubism\Pablo_Picasso_140.jpg
271,Cubism,Pablo_Picasso_141.jpg,../train_images\Cubism\Pablo_Picasso_141.jpg
272,Cubism,Pablo_Picasso_142.jpg,../train_images\Cubism\Pablo_Picasso_142.jpg
273,Cubism,Pablo_Picasso_145.jpg,../train_images\Cubism\Pablo_Picasso_145.jpg
274,Cubism,Pablo_Picasso_147.jpg,../train_images\Cubism\Pablo_Picasso_147.jpg
275,Cubism,Pablo_Picasso_149.jpg,../train_images\Cubism\Pablo_Picasso_149.jpg
276,Cubism,Pablo_Picasso_15.jpg,../train_images\Cubism\Pablo_Picasso_15.jpg
277,Cubism,Pablo_Picasso_153.jpg,../train_images\Cubism\Pablo_Picasso_153.jpg
278,Cubism,Pablo_Picasso_160.jpg,../train_images\Cubism\Pablo_Picasso_160.jpg
279,Cubism,Pablo_Picasso_162.jpg,../train_images\Cubism\Pablo_Picasso_162.jpg
280,Cubism,Pablo_Picasso_164.jpg,../train_images\Cubism\Pablo_Picasso_164.jpg
281,Cubism,Pablo_Picasso_168.jpg,../train_images\Cubism\Pablo_Picasso_168.jpg
282,Cubism,Pablo_Picasso_17.jpg,../train_images\Cubism\Pablo_Picasso_17.jpg
283,Cubism,Pablo_Picasso_172.jpg,../train_images\Cubism\Pablo_Picasso_172.jpg
284,Cubism,Pablo_Picasso_173.jpg,../train_images\Cubism\Pablo_Picasso_173.jpg
285,Cubism,Pablo_Picasso_176.jpg,../train_images\Cubism\Pablo_Picasso_176.jpg
286,Cubism,Pablo_Picasso_177.jpg,../train_images\Cubism\Pablo_Picasso_177.jpg
287,Cubism,Pablo_Picasso_178.jpg,../train_images\Cubism\Pablo_Picasso_178.jpg
288,Cubism,Pablo_Picasso_179.jpg,../train_images\Cubism\Pablo_Picasso_179.jpg
289,Cubism,Pablo_Picasso_182.jpg,../train_images\Cubism\Pablo_Picasso_182.jpg
290,Cubism,Pablo_Picasso_183.jpg,../train_images\Cubism\Pablo_Picasso_183.jpg
291,Cubism,Pablo_Picasso_186.jpg,../train_images\Cubism\Pablo_Picasso_186.jpg
292,Cubism,Pablo_Picasso_187.jpg,../train_images\Cubism\Pablo_Picasso_187.jpg
293,Cubism,Pablo_Picasso_19.jpg,../train_images\Cubism\Pablo_Picasso_19.jpg
294,Cubism,Pablo_Picasso_190.jpg,../train_images\Cubism\Pablo_Picasso_190.jpg
295,Cubism,Pablo_Picasso_191.jpg,../train_images\Cubism\Pablo_Picasso_191.jpg
296,Cubism,Pablo_Picasso_194.jpg,../train_images\Cubism\Pablo_Picasso_194.jpg
297,Cubism,Pablo_Picasso_195.jpg,../train_images\Cubism\Pablo_Picasso_195.jpg
298,Cubism,Pablo_Picasso_199.jpg,../train_images\Cubism\Pablo_Picasso_199.jpg
299,Cubism,Pablo_Picasso_2.jpg,../train_images\Cubism\Pablo_Picasso_2.jpg
300,Cubism,Pablo_Picasso_20.jpg,../train_images\Cubism\Pablo_Picasso_20.jpg
301,Cubism,Pablo_Picasso_204.jpg,../train_images\Cubism\Pablo_Picasso_204.jpg
302,Cubism,Pablo_Picasso_21.jpg,../train_images\Cubism\Pablo_Picasso_21.jpg
303,Cubism,Pablo_Picasso_216.jpg,../train_images\Cubism\Pablo_Picasso_216.jpg
304,Cubism,Pablo_Picasso_218.jpg,../train_images\Cubism\Pablo_Picasso_218.jpg
305,Cubism,Pablo_Picasso_221.jpg,../train_images\Cubism\Pablo_Picasso_221.jpg
306,Cubism,Pablo_Picasso_223.jpg,../train_images\Cubism\Pablo_Picasso_223.jpg
307,Cubism,Pablo_Picasso_227.jpg,../train_images\Cubism\Pablo_Picasso_227.jpg
308,Cubism,Pablo_Picasso_229.jpg,../train_images\Cubism\Pablo_Picasso_229.jpg
309,Cubism,Pablo_Picasso_23.jpg,../train_images\Cubism\Pablo_Picasso_23.jpg
310,Cubism,Pablo_Picasso_230.jpg,../train_images\Cubism\Pablo_Picasso_230.jpg
311,Cubism,Pablo_Picasso_231.jpg,../train_images\Cubism\Pablo_Picasso_231.jpg
312,Cubism,Pablo_Picasso_247.jpg,../train_images\Cubism\Pablo_Picasso_247.jpg
313,Cubism,Pablo_Picasso_253.jpg,../train_images\Cubism\Pablo_Picasso_253.jpg
314,Cubism,Pablo_Picasso_255.jpg,../train_images\Cubism\Pablo_Picasso_255.jpg
315,Cubism,Pablo_Picasso_258.jpg,../train_images\Cubism\Pablo_Picasso_258.jpg
316,Cubism,Pablo_Picasso_26.jpg,../train_images\Cubism\Pablo_Picasso_26.jpg
317,Cubism,Pablo_Picasso_261.jpg,../train_images\Cubism\Pablo_Picasso_261.jpg
318,Cubism,Pablo_Picasso_263.jpg,../train_images\Cubism\Pablo_Picasso_263.jpg
319,Cubism,Pablo_Picasso_265.jpg,../train_images\Cubism\Pablo_Picasso_265.jpg
320,Cubism,Pablo_Picasso_267.jpg,../train_images\Cubism\Pablo_Picasso_267.jpg
321,Cubism,Pablo_Picasso_268.jpg,../train_images\Cubism\Pablo_Picasso_268.jpg
322,Cubism,Pablo_Picasso_269.jpg,../train_images\Cubism\Pablo_Picasso_269.jpg
323,Cubism,Pablo_Picasso_270.jpg,../train_images\Cubism\Pablo_Picasso_270.jpg
324,Cubism,Pablo_Picasso_272.jpg,../train_images\Cubism\Pablo_Picasso_272.jpg
325,Cubism,Pablo_Picasso_273.jpg,../train_images\Cubism\Pablo_Picasso_273.jpg
326,Cubism,Pablo_Picasso_275.jpg,../train_images\Cubism\Pablo_Picasso_275.jpg
327,Cubism,Pablo_Picasso_278.jpg,../train_images\Cubism\Pablo_Picasso_278.jpg
328,Cubism,Pablo_Picasso_281.jpg,../train_images\Cubism\Pablo_Picasso_281.jpg
329,Cubism,Pablo_Picasso_283.jpg,../train_images\Cubism\Pablo_Picasso_283.jpg
330,Cubism,Pablo_Picasso_289.jpg,../train_images\Cubism\Pablo_Picasso_289.jpg
331,Cubism,Pablo_Picasso_29.jpg,../train_images\Cubism\Pablo_Picasso_29.jpg
332,Cubism,Pablo_Picasso_291.jpg,../train_images\Cubism\Pablo_Picasso_291.jpg
333,Cubism,Pablo_Picasso_292.jpg,../train_images\Cubism\Pablo_Picasso_292.jpg
334,Cubism,Pablo_Picasso_295.jpg,../train_images\Cubism\Pablo_Picasso_295.jpg
335,Cubism,Pablo_Picasso_296.jpg,../train_images\Cubism\Pablo_Picasso_296.jpg
336,Cubism,Pablo_Picasso_297.jpg,../train_images\Cubism\Pablo_Picasso_297.jpg
337,Cubism,Pablo_Picasso_3.jpg,../train_images\Cubism\Pablo_Picasso_3.jpg
338,Cubism,Pablo_Picasso_300.jpg,../train_images\Cubism\Pablo_Picasso_300.jpg
339,Cubism,Pablo_Picasso_304.jpg,../train_images\Cubism\Pablo_Picasso_304.jpg
340,Cubism,Pablo_Picasso_305.jpg,../train_images\Cubism\Pablo_Picasso_305.jpg
341,Cubism,Pablo_Picasso_306.jpg,../train_images\Cubism\Pablo_Picasso_306.jpg
342,Cubism,Pablo_Picasso_308.jpg,../train_images\Cubism\Pablo_Picasso_308.jpg
343,Cubism,Pablo_Picasso_309.jpg,../train_images\Cubism\Pablo_Picasso_309.jpg
344,Cubism,Pablo_Picasso_31.jpg,../train_images\Cubism\Pablo_Picasso_31.jpg
345,Cubism,Pablo_Picasso_311.jpg,../train_images\Cubism\Pablo_Picasso_311.jpg
346,Cubism,Pablo_Picasso_312.jpg,../train_images\Cubism\Pablo_Picasso_312.jpg
347,Cubism,Pablo_Picasso_314.jpg,../train_images\Cubism\Pablo_Picasso_314.jpg
348,Cubism,Pablo_Picasso_315.jpg,../train_images\Cubism\Pablo_Picasso_315.jpg
349,Cubism,Pablo_Picasso_320.jpg,../train_images\Cubism\Pablo_Picasso_320.jpg
350,Cubism,Pablo_Picasso_322.jpg,../train_images\Cubism\Pablo_Picasso_322.jpg
351,Cubism,Pablo_Picasso_323.jpg,../train_images\Cubism\Pablo_Picasso_323.jpg
352,Cubism,Pablo_Picasso_324.jpg,../train_images\Cubism\Pablo_Picasso_324.jpg
353,Cubism,Pablo_Picasso_325.jpg,../train_images\Cubism\Pablo_Picasso_325.jpg
354,Cubism,Pablo_Picasso_326.jpg,../train_images\Cubism\Pablo_Picasso_326.jpg
355,Cubism,Pablo_Picasso_327.jpg,../train_images\Cubism\Pablo_Picasso_327.jpg
356,Cubism,Pablo_Picasso_330.jpg,../train_images\Cubism\Pablo_Picasso_330.jpg
357,Cubism,Pablo_Picasso_333.jpg,../train_images\Cubism\Pablo_Picasso_333.jpg
358,Cubism,Pablo_Picasso_334.jpg,../train_images\Cubism\Pablo_Picasso_334.jpg
359,Cubism,Pablo_Picasso_338.jpg,../train_images\Cubism\Pablo_Picasso_338.jpg
360,Cubism,Pablo_Picasso_344.jpg,../train_images\Cubism\Pablo_Picasso_344.jpg
361,Cubism,Pablo_Picasso_347.jpg,../train_images\Cubism\Pablo_Picasso_347.jpg
362,Cubism,Pablo_Picasso_351.jpg,../train_images\Cubism\Pablo_Picasso_351.jpg
363,Cubism,Pablo_Picasso_352.jpg,../train_images\Cubism\Pablo_Picasso_352.jpg
364,Cubism,Pablo_Picasso_354.jpg,../train_images\Cubism\Pablo_Picasso_354.jpg
365,Cubism,Pablo_Picasso_356.jpg,../train_images\Cubism\Pablo_Picasso_356.jpg
366,Cubism,Pablo_Picasso_358.jpg,../train_images\Cubism\Pablo_Picasso_358.jpg
367,Cubism,Pablo_Picasso_36.jpg,../train_images\Cubism\Pablo_Picasso_36.jpg
368,Cubism,Pablo_Picasso_360.jpg,../train_images\Cubism\Pablo_Picasso_360.jpg
369,Cubism,Pablo_Picasso_361.jpg,../train_images\Cubism\Pablo_Picasso_361.jpg
370,Cubism,Pablo_Picasso_363.jpg,../train_images\Cubism\Pablo_Picasso_363.jpg
371,Cubism,Pablo_Picasso_364.jpg,../train_images\Cubism\Pablo_Picasso_364.jpg
372,Cubism,Pablo_Picasso_365.jpg,../train_images\Cubism\Pablo_Picasso_365.jpg
373,Cubism,Pablo_Picasso_369.jpg,../train_images\Cubism\Pablo_Picasso_369.jpg
374,Cubism,Pablo_Picasso_371.jpg,../train_images\Cubism\Pablo_Picasso_371.jpg
375,Cubism,Pablo_Picasso_372.jpg,../train_images\Cubism\Pablo_Picasso_372.jpg
376,Cubism,Pablo_Picasso_373.jpg,../train_images\Cubism\Pablo_Picasso_373.jpg
377,Cubism,Pablo_Picasso_378.jpg,../train_images\Cubism\Pablo_Picasso_378.jpg
378,Cubism,Pablo_Picasso_379.jpg,../train_images\Cubism\Pablo_Picasso_379.jpg
379,Cubism,Pablo_Picasso_382.jpg,../train_images\Cubism\Pablo_Picasso_382.jpg
380,Cubism,Pablo_Picasso_383.jpg,../train_images\Cubism\Pablo_Picasso_383.jpg
381,Cubism,Pablo_Picasso_385.jpg,../train_images\Cubism\Pablo_Picasso_385.jpg
382,Cubism,Pablo_Picasso_386.jpg,../train_images\Cubism\Pablo_Picasso_386.jpg
383,Cubism,Pablo_Picasso_387.jpg,../train_images\Cubism\Pablo_Picasso_387.jpg
384,Cubism,Pablo_Picasso_39.jpg,../train_images\Cubism\Pablo_Picasso_39.jpg
385,Cubism,Pablo_Picasso_391.jpg,../train_images\Cubism\Pablo_Picasso_391.jpg
386,Cubism,Pablo_Picasso_393.jpg,../train_images\Cubism\Pablo_Picasso_393.jpg
387,Cubism,Pablo_Picasso_397.jpg,../train_images\Cubism\Pablo_Picasso_397.jpg
388,Cubism,Pablo_Picasso_399.jpg,../train_images\Cubism\Pablo_Picasso_399.jpg
389,Cubism,Pablo_Picasso_4.jpg,../train_images\Cubism\Pablo_Picasso_4.jpg
390,Cubism,Pablo_Picasso_40.jpg,../train_images\Cubism\Pablo_Picasso_40.jpg
391,Cubism,Pablo_Picasso_401.jpg,../train_images\Cubism\Pablo_Picasso_401.jpg
392,Cubism,Pablo_Picasso_402.jpg,../train_images\Cubism\Pablo_Picasso_402.jpg
393,Cubism,Pablo_Picasso_405.jpg,../train_images\Cubism\Pablo_Picasso_405.jpg
394,Cubism,Pablo_Picasso_407.jpg,../train_images\Cubism\Pablo_Picasso_407.jpg
395,Cubism,Pablo_Picasso_41.jpg,../train_images\Cubism\Pablo_Picasso_41.jpg
396,Cubism,Pablo_Picasso_410.jpg,../train_images\Cubism\Pablo_Picasso_410.jpg
397,Cubism,Pablo_Picasso_411.jpg,../train_images\Cubism\Pablo_Picasso_411.jpg
398,Cubism,Pablo_Picasso_413.jpg,../train_images\Cubism\Pablo_Picasso_413.jpg
399,Cubism,Pablo_Picasso_414.jpg,../train_images\Cubism\Pablo_Picasso_414.jpg
400,Cubism,Pablo_Picasso_418.jpg,../train_images\Cubism\Pablo_Picasso_418.jpg
401,Cubism,Pablo_Picasso_419.jpg,../train_images\Cubism\Pablo_Picasso_419.jpg
402,Cubism,Pablo_Picasso_420.jpg,../train_images\Cubism\Pablo_Picasso_420.jpg
403,Cubism,Pablo_Picasso_423.jpg,../train_images\Cubism\Pablo_Picasso_423.jpg
404,Cubism,Pablo_Picasso_424.jpg,../train_images\Cubism\Pablo_Picasso_424.jpg
405,Cubism,Pablo_Picasso_425.jpg,../train_images\Cubism\Pablo_Picasso_425.jpg
406,Cubism,Pablo_Picasso_426.jpg,../train_images\Cubism\Pablo_Picasso_426.jpg
407,Cubism,Pablo_Picasso_427.jpg,../train_images\Cubism\Pablo_Picasso_427.jpg
408,Cubism,Pablo_Picasso_428.jpg,../train_images\Cubism\Pablo_Picasso_428.jpg
409,Cubism,Pablo_Picasso_430.jpg,../train_images\Cubism\Pablo_Picasso_430.jpg
410,Cubism,Pablo_Picasso_431.jpg,../train_images\Cubism\Pablo_Picasso_431.jpg
411,Cubism,Pablo_Picasso_432.jpg,../train_images\Cubism\Pablo_Picasso_432.jpg
412,Cubism,Pablo_Picasso_435.jpg,../train_images\Cubism\Pablo_Picasso_435.jpg
413,Cubism,Pablo_Picasso_437.jpg,../train_images\Cubism\Pablo_Picasso_437.jpg
414,Cubism,Pablo_Picasso_44.jpg,../train_images\Cubism\Pablo_Picasso_44.jpg
415,Cubism,Pablo_Picasso_45.jpg,../train_images\Cubism\Pablo_Picasso_45.jpg
416,Cubism,Pablo_Picasso_49.jpg,../train_images\Cubism\Pablo_Picasso_49.jpg
417,Cubism,Pablo_Picasso_5.jpg,../train_images\Cubism\Pablo_Picasso_5.jpg
418,Cubism,Pablo_Picasso_50.jpg,../train_images\Cubism\Pablo_Picasso_50.jpg
419,Cubism,Pablo_Picasso_51.jpg,../train_images\Cubism\Pablo_Picasso_51.jpg
420,Cubism,Pablo_Picasso_52.jpg,../train_images\Cubism\Pablo_Picasso_52.jpg
421,Cubism,Pablo_Picasso_53.jpg,../train_images\Cubism\Pablo_Picasso_53.jpg
422,Cubism,Pablo_Picasso_55.jpg,../train_images\Cubism\Pablo_Picasso_55.jpg
423,Cubism,Pablo_Picasso_57.jpg,../train_images\Cubism\Pablo_Picasso_57.jpg
424,Cubism,Pablo_Picasso_59.jpg,../train_images\Cubism\Pablo_Picasso_59.jpg
425,Cubism,Pablo_Picasso_60.jpg,../train_images\Cubism\Pablo_Picasso_60.jpg
426,Cubism,Pablo_Picasso_62.jpg,../train_images\Cubism\Pablo_Picasso_62.jpg
427,Cubism,Pablo_Picasso_63.jpg,../train_images\Cubism\Pablo_Picasso_63.jpg
428,Cubism,Pablo_Picasso_65.jpg,../train_images\Cubism\Pablo_Picasso_65.jpg
429,Cubism,Pablo_Picasso_66.jpg,../train_images\Cubism\Pablo_Picasso_66.jpg
430,Cubism,Pablo_Picasso_67.jpg,../train_images\Cubism\Pablo_Picasso_67.jpg
431,Cubism,Pablo_Picasso_7.jpg,../train_images\Cubism\Pablo_Picasso_7.jpg
432,Cubism,Pablo_Picasso_73.jpg,../train_images\Cubism\Pablo_Picasso_73.jpg
433,Cubism,Pablo_Picasso_74.jpg,../train_images\Cubism\Pablo_Picasso_74.jpg
434,Cubism,Pablo_Picasso_76.jpg,../train_images\Cubism\Pablo_Picasso_76.jpg
435,Cubism,Pablo_Picasso_81.jpg,../train_images\Cubism\Pablo_Picasso_81.jpg
436,Cubism,Pablo_Picasso_86.jpg,../train_images\Cubism\Pablo_Picasso_86.jpg
437,Cubism,Pablo_Picasso_9.jpg,../train_images\Cubism\Pablo_Picasso_9.jpg
438,Cubism,Pablo_Picasso_93.jpg,../train_images\Cubism\Pablo_Picasso_93.jpg
439,Cubism,Pablo_Picasso_95.jpg,../train_images\Cubism\Pablo_Picasso_95.jpg
440,Cubism,Pablo_Picasso_99.jpg,../train_images\Cubism\Pablo_Picasso_99.jpg
441,Expressionism,Amedeo_Modigliani_1.jpg,../train_images\Expressionism\Amedeo_Modigliani_1.jpg
442,Expressionism,Amedeo_Modigliani_102.jpg,../train_images\Expressionism\Amedeo_Modigliani_102.jpg
443,Expressionism,Amedeo_Modigliani_104.jpg,../train_images\Expressionism\Amedeo_Modigliani_104.jpg
444,Expressionism,Amedeo_Modigliani_107.jpg,../train_images\Expressionism\Amedeo_Modigliani_107.jpg
445,Expressionism,Amedeo_Modigliani_109.jpg,../train_images\Expressionism\Amedeo_Modigliani_109.jpg
446,Expressionism,Amedeo_Modigliani_111.jpg,../train_images\Expressionism\Amedeo_Modigliani_111.jpg
447,Expressionism,Amedeo_Modigliani_112.jpg,../train_images\Expressionism\Amedeo_Modigliani_112.jpg
448,Expressionism,Amedeo_Modigliani_117.jpg,../train_images\Expressionism\Amedeo_Modigliani_117.jpg
449,Expressionism,Amedeo_Modigliani_118.jpg,../train_images\Expressionism\Amedeo_Modigliani_118.jpg
450,Expressionism,Amedeo_Modigliani_119.jpg,../train_images\Expressionism\Amedeo_Modigliani_119.jpg
451,Expressionism,Amedeo_Modigliani_12.jpg,../train_images\Expressionism\Amedeo_Modigliani_12.jpg
452,Expressionism,Amedeo_Modigliani_120.jpg,../train_images\Expressionism\Amedeo_Modigliani_120.jpg
453,Expressionism,Amedeo_Modigliani_122.jpg,../train_images\Expressionism\Amedeo_Modigliani_122.jpg
454,Expressionism,Amedeo_Modigliani_129.jpg,../train_images\Expressionism\Amedeo_Modigliani_129.jpg
455,Expressionism,Amedeo_Modigliani_13.jpg,../train_images\Expressionism\Amedeo_Modigliani_13.jpg
456,Expressionism,Amedeo_Modigliani_131.jpg,../train_images\Expressionism\Amedeo_Modigliani_131.jpg
457,Expressionism,Amedeo_Modigliani_133.jpg,../train_images\Expressionism\Amedeo_Modigliani_133.jpg
458,Expressionism,Amedeo_Modigliani_136.jpg,../train_images\Expressionism\Amedeo_Modigliani_136.jpg
459,Expressionism,Amedeo_Modigliani_138.jpg,../train_images\Expressionism\Amedeo_Modigliani_138.jpg
460,Expressionism,Amedeo_Modigliani_14.jpg,../train_images\Expressionism\Amedeo_Modigliani_14.jpg
461,Expressionism,Amedeo_Modigliani_140.jpg,../train_images\Expressionism\Amedeo_Modigliani_140.jpg
462,Expressionism,Amedeo_Modigliani_144.jpg,../train_images\Expressionism\Amedeo_Modigliani_144.jpg
463,Expressionism,Amedeo_Modigliani_146.jpg,../train_images\Expressionism\Amedeo_Modigliani_146.jpg
464,Expressionism,Amedeo_Modigliani_147.jpg,../train_images\Expressionism\Amedeo_Modigliani_147.jpg
465,Expressionism,Amedeo_Modigliani_149.jpg,../train_images\Expressionism\Amedeo_Modigliani_149.jpg
466,Expressionism,Amedeo_Modigliani_156.jpg,../train_images\Expressionism\Amedeo_Modigliani_156.jpg
467,Expressionism,Amedeo_Modigliani_157.jpg,../train_images\Expressionism\Amedeo_Modigliani_157.jpg
468,Expressionism,Amedeo_Modigliani_160.jpg,../train_images\Expressionism\Amedeo_Modigliani_160.jpg
469,Expressionism,Amedeo_Modigliani_163.jpg,../train_images\Expressionism\Amedeo_Modigliani_163.jpg
470,Expressionism,Amedeo_Modigliani_166.jpg,../train_images\Expressionism\Amedeo_Modigliani_166.jpg
471,Expressionism,Amedeo_Modigliani_167.jpg,../train_images\Expressionism\Amedeo_Modigliani_167.jpg
472,Expressionism,Amedeo_Modigliani_169.jpg,../train_images\Expressionism\Amedeo_Modigliani_169.jpg
473,Expressionism,Amedeo_Modigliani_17.jpg,../train_images\Expressionism\Amedeo_Modigliani_17.jpg
474,Expressionism,Amedeo_Modigliani_170.jpg,../train_images\Expressionism\Amedeo_Modigliani_170.jpg
475,Expressionism,Amedeo_Modigliani_174.jpg,../train_images\Expressionism\Amedeo_Modigliani_174.jpg
476,Expressionism,Amedeo_Modigliani_176.jpg,../train_images\Expressionism\Amedeo_Modigliani_176.jpg
477,Expressionism,Amedeo_Modigliani_177.jpg,../train_images\Expressionism\Amedeo_Modigliani_177.jpg
478,Expressionism,Amedeo_Modigliani_179.jpg,../train_images\Expressionism\Amedeo_Modigliani_179.jpg
479,Expressionism,Amedeo_Modigliani_18.jpg,../train_images\Expressionism\Amedeo_Modigliani_18.jpg
480,Expressionism,Amedeo_Modigliani_180.jpg,../train_images\Expressionism\Amedeo_Modigliani_180.jpg
481,Expressionism,Amedeo_Modigliani_182.jpg,../train_images\Expressionism\Amedeo_Modigliani_182.jpg
482,Expressionism,Amedeo_Modigliani_183.jpg,../train_images\Expressionism\Amedeo_Modigliani_183.jpg
483,Expressionism,Amedeo_Modigliani_185.jpg,../train_images\Expressionism\Amedeo_Modigliani_185.jpg
484,Expressionism,Amedeo_Modigliani_187.jpg,../train_images\Expressionism\Amedeo_Modigliani_187.jpg
485,Expressionism,Amedeo_Modigliani_191.jpg,../train_images\Expressionism\Amedeo_Modigliani_191.jpg
486,Expressionism,Amedeo_Modigliani_192.jpg,../train_images\Expressionism\Amedeo_Modigliani_192.jpg
487,Expressionism,Amedeo_Modigliani_193.jpg,../train_images\Expressionism\Amedeo_Modigliani_193.jpg
488,Expressionism,Amedeo_Modigliani_2.jpg,../train_images\Expressionism\Amedeo_Modigliani_2.jpg
489,Expressionism,Amedeo_Modigliani_20.jpg,../train_images\Expressionism\Amedeo_Modigliani_20.jpg
490,Expressionism,Amedeo_Modigliani_21.jpg,../train_images\Expressionism\Amedeo_Modigliani_21.jpg
491,Expressionism,Amedeo_Modigliani_22.jpg,../train_images\Expressionism\Amedeo_Modigliani_22.jpg
492,Expressionism,Amedeo_Modigliani_23.jpg,../train_images\Expressionism\Amedeo_Modigliani_23.jpg
493,Expressionism,Amedeo_Modigliani_26.jpg,../train_images\Expressionism\Amedeo_Modigliani_26.jpg
494,Expressionism,Amedeo_Modigliani_3.jpg,../train_images\Expressionism\Amedeo_Modigliani_3.jpg
495,Expressionism,Amedeo_Modigliani_31.jpg,../train_images\Expressionism\Amedeo_Modigliani_31.jpg
496,Expressionism,Amedeo_Modigliani_36.jpg,../train_images\Expressionism\Amedeo_Modigliani_36.jpg
497,Expressionism,Amedeo_Modigliani_44.jpg,../train_images\Expressionism\Amedeo_Modigliani_44.jpg
498,Expressionism,Amedeo_Modigliani_45.jpg,../train_images\Expressionism\Amedeo_Modigliani_45.jpg
499,Expressionism,Amedeo_Modigliani_46.jpg,../train_images\Expressionism\Amedeo_Modigliani_46.jpg
500,Expressionism,Amedeo_Modigliani_48.jpg,../train_images\Expressionism\Amedeo_Modigliani_48.jpg
501,Expressionism,Amedeo_Modigliani_49.jpg,../train_images\Expressionism\Amedeo_Modigliani_49.jpg
502,Expressionism,Amedeo_Modigliani_5.jpg,../train_images\Expressionism\Amedeo_Modigliani_5.jpg
503,Expressionism,Amedeo_Modigliani_51.jpg,../train_images\Expressionism\Amedeo_Modigliani_51.jpg
504,Expressionism,Amedeo_Modigliani_53.jpg,../train_images\Expressionism\Amedeo_Modigliani_53.jpg
505,Expressionism,Amedeo_Modigliani_54.jpg,../train_images\Expressionism\Amedeo_Modigliani_54.jpg
506,Expressionism,Amedeo_Modigliani_57.jpg,../train_images\Expressionism\Amedeo_Modigliani_57.jpg
507,Expressionism,Amedeo_Modigliani_59.jpg,../train_images\Expressionism\Amedeo_Modigliani_59.jpg
508,Expressionism,Amedeo_Modigliani_6.jpg,../train_images\Expressionism\Amedeo_Modigliani_6.jpg
509,Expressionism,Amedeo_Modigliani_60.jpg,../train_images\Expressionism\Amedeo_Modigliani_60.jpg
510,Expressionism,Amedeo_Modigliani_61.jpg,../train_images\Expressionism\Amedeo_Modigliani_61.jpg
511,Expressionism,Amedeo_Modigliani_64.jpg,../train_images\Expressionism\Amedeo_Modigliani_64.jpg
512,Expressionism,Amedeo_Modigliani_65.jpg,../train_images\Expressionism\Amedeo_Modigliani_65.jpg
513,Expressionism,Amedeo_Modigliani_66.jpg,../train_images\Expressionism\Amedeo_Modigliani_66.jpg
514,Expressionism,Amedeo_Modigliani_68.jpg,../train_images\Expressionism\Amedeo_Modigliani_68.jpg
515,Expressionism,Amedeo_Modigliani_72.jpg,../train_images\Expressionism\Amedeo_Modigliani_72.jpg
516,Expressionism,Amedeo_Modigliani_73.jpg,../train_images\Expressionism\Amedeo_Modigliani_73.jpg
517,Expressionism,Amedeo_Modigliani_76.jpg,../train_images\Expressionism\Amedeo_Modigliani_76.jpg
518,Expressionism,Amedeo_Modigliani_78.jpg,../train_images\Expressionism\Amedeo_Modigliani_78.jpg
519,Expressionism,Amedeo_Modigliani_79.jpg,../train_images\Expressionism\Amedeo_Modigliani_79.jpg
520,Expressionism,Amedeo_Modigliani_83.jpg,../train_images\Expressionism\Amedeo_Modigliani_83.jpg
521,Expressionism,Amedeo_Modigliani_86.jpg,../train_images\Expressionism\Amedeo_Modigliani_86.jpg
522,Expressionism,Amedeo_Modigliani_87.jpg,../train_images\Expressionism\Amedeo_Modigliani_87.jpg
523,Expressionism,Amedeo_Modigliani_88.jpg,../train_images\Expressionism\Amedeo_Modigliani_88.jpg
524,Expressionism,Amedeo_Modigliani_92.jpg,../train_images\Expressionism\Amedeo_Modigliani_92.jpg
525,Expressionism,Amedeo_Modigliani_93.jpg,../train_images\Expressionism\Amedeo_Modigliani_93.jpg
